state_po,county,2000vs2016,2000vs2004,2000vs2008,2000vs2012,2004vs2008,2004vs2012,2004vs2016,2008vs2012,2008vs2016,20012vs2016
TN,Johnson,0.331498707,0.095122901,0.081754259,0.164364929,-0.013368642,0.069242028,0.236375806,0.08261067,0.249744448,0.167133778
TN,Knox,0.065477931,0.079181339,0.058125975,0.119753539,-0.021055364,0.0405722,-0.013703408,0.061627564,0.007351956,-0.054275608
TN,Lake,0.682809589,0.404170082,0.354341459,0.420555218,-0.049828623,0.016385136,0.278639507,0.066213759,0.32846813,0.262254371
TN,Lauderdale,0.3435267,0.081889926,0.182916473,0.187113169,0.101026547,0.105223243,0.261636774,0.004196696,0.160610227,0.156413531
TN,Lawrence,0.545692957,0.134754437,0.270355517,0.362230804,0.13560108,0.227476367,0.41093852,0.091875287,0.27533744,0.183462153
TN,Lewis,0.638284537,0.179486223,0.292481236,0.410976947,0.112995013,0.231490724,0.458798314,0.118495711,0.345803301,0.22730759
TN,Lincoln,0.552472044,0.228246805,0.386448318,0.455698776,0.158201513,0.227451971,0.324225239,0.069250458,0.166023726,0.096773268
TN,Loudon,0.27674172,0.15382817,0.174004109,0.261931449,0.020175939,0.108103279,0.12291355,0.08792734,0.102737611,0.014810271
TN,McMinn,0.354414036,0.096549584,0.154655162,0.226908389,0.058105578,0.130358805,0.257864452,0.072253227,0.199758874,0.127505647
TN,McNairy,0.497576392,0.070436283,0.284732406,0.346372492,0.214296123,0.275936209,0.427140109,0.061640086,0.212843986,0.1512039
TN,Macon,0.644468135,0.212456232,0.371861352,0.489705916,0.15940512,0.277249684,0.432011903,0.117844564,0.272606783,0.154762219
TN,Madison,0.093101213,0.063716338,0.008936512,0.027754376,-0.054779826,-0.035961962,0.029384875,0.018817864,0.084164701,0.065346837
TN,Marion,0.524872838,0.104396525,0.272928727,0.299861142,0.168532202,0.195464617,0.420476313,0.026932415,0.251944111,0.225011696
TN,Marshall,0.572536312,0.210972282,0.322759416,0.396328151,0.111787134,0.185355869,0.36156403,0.073568735,0.249776896,0.176208161
TN,Maury,0.354753285,0.136302558,0.179798133,0.234816646,0.043495575,0.098514088,0.218450727,0.055018513,0.174955152,0.119936639
TN,Meigs,0.504076532,0.147446782,0.264936439,0.32493042,0.117489657,0.177483638,0.35662975,0.059993981,0.239140093,0.179146112
TN,Monroe,0.427841508,0.138115509,0.215130449,0.282230372,0.07701494,0.144114863,0.289725999,0.067099923,0.212711059,0.145611136
TN,Montgomery,0.163537196,0.153504922,0.0577396,0.082219453,-0.095765322,-0.071285469,0.010032274,0.024479853,0.105797596,0.081317743
TN,Moore,0.608570882,0.193727057,0.365938016,0.465086013,0.172210959,0.271358956,0.414843825,0.099147997,0.242632866,0.143484869
TN,Morgan,0.618098296,0.164489799,0.366624875,0.416454978,0.202135076,0.251965179,0.453608497,0.049830103,0.251473421,0.201643318
TN,Obion,0.570635938,0.161665421,0.331871933,0.437691099,0.170206512,0.276025678,0.408970517,0.105819166,0.238764005,0.132944839
TN,Overton,0.717655355,0.14991353,0.350934108,0.474762044,0.201020578,0.324848514,0.567741825,0.123827936,0.366721247,0.242893311
TN,Perry,0.719137836,0.150483344,0.258225402,0.392804188,0.107742058,0.242320844,0.568654492,0.134578786,0.460912434,0.326333648
TN,Pickett,0.415130867,0.061619968,0.196186222,0.254917323,0.134566254,0.193297355,0.353510899,0.058731101,0.218944645,0.160213544
TN,Polk,0.53019586,0.119453872,0.270113528,0.312150429,0.150659656,0.192696557,0.410741988,0.042036901,0.260082332,0.218045431
TN,Putnam,0.425896305,0.17135991,0.248877737,0.35003203,0.077517827,0.17867212,0.254536395,0.101154293,0.177018568,0.075864275
TN,Rhea,0.384422582,0.105558997,0.239480984,0.265692424,0.133921987,0.160133427,0.278863585,0.02621144,0.144941598,0.118730158
TN,Roane,0.42662476,0.164036764,0.279350203,0.329804996,0.115313439,0.165768232,0.262587996,0.050454793,0.147274557,0.096819764
TN,Robertson,0.499568997,0.244351878,0.339359599,0.384242754,0.095007721,0.139890876,0.255217119,0.044883155,0.160209398,0.115326243
TN,Rutherford,0.160984573,0.145654364,0.09314439,0.149309467,-0.052509974,0.003655103,0.015330209,0.056165077,0.067840183,0.011675106
TN,Scott,0.624877349,0.094081472,0.380872349,0.457123065,0.286790877,0.363041593,0.530795877,0.076250716,0.244005,0.167754284
TN,Sequatchie,0.460975761,0.059460056,0.214133415,0.26502998,0.154673359,0.205569924,0.401515705,0.050896565,0.246842346,0.195945781
TN,Sevier,0.278870838,0.10059194,0.144642998,0.212119365,0.044051058,0.111527425,0.178278898,0.067476367,0.13422784,0.066751473
TN,Shelby,-0.130146683,-0.010548159,-0.129516474,-0.116362532,-0.118968315,-0.105814373,-0.119598524,0.013153942,-0.000630209,-0.013784151
TN,Smith,0.851928473,0.301870368,0.54317399,0.625963078,0.241303622,0.32409271,0.550058105,0.082789088,0.308754483,0.225965395
TN,Stewart,0.716903334,0.185182389,0.306570012,0.393098753,0.121387623,0.207916364,0.531720945,0.086528741,0.410333322,0.323804581
TN,Sullivan,0.33474566,0.148193997,0.195730739,0.253939072,0.047536742,0.105745075,0.186551663,0.058208333,0.139014921,0.080806588
TN,Sumner,0.338449901,0.193464819,0.240367762,0.310921599,0.046902943,0.11745678,0.144985082,0.070553837,0.098082139,0.027528302
TN,Tipton,0.246020279,0.085883375,0.136982528,0.168354386,0.051099153,0.082471011,0.160136904,0.031371858,0.109037751,0.077665893
TN,Trousdale,0.711130751,0.176966433,0.410752549,0.473046589,0.233786116,0.296080156,0.534164318,0.06229404,0.300378202,0.238084162
TN,Unicoi,0.423954801,0.167075345,0.213217154,0.251331847,0.046141809,0.084256502,0.256879456,0.038114693,0.210737647,0.172622954
TN,Union,0.537782712,0.132491945,0.303164129,0.372037815,0.170672184,0.23954587,0.405290767,0.068873686,0.234618583,0.165744897
TN,Van Buren,0.721955603,0.154034763,0.39412051,0.414571848,0.240085747,0.260537085,0.56792084,0.020451338,0.327835093,0.307383755
TN,Warren,0.580215103,0.18762214,0.350657462,0.389386787,0.163035322,0.201764647,0.392592963,0.038729325,0.229557641,0.190828316
TN,Washington,0.220852973,0.122787463,0.128976378,0.178965469,0.006188915,0.056178006,0.09806551,0.049989091,0.091876595,0.041887504
TN,Wayne,0.452636273,0.057364096,0.20753852,0.278479958,0.150174424,0.221115862,0.395272177,0.070941438,0.245097753,0.174156315
TN,Weakley,0.466563798,0.120188648,0.265848014,0.364650182,0.145659366,0.244461534,0.34637515,0.098802168,0.200715784,0.101913616
TN,White,0.67143369,0.196531164,0.36154978,0.450666657,0.165018616,0.254135493,0.474902526,0.089116877,0.30988391,0.220767033
TN,Williamson,0.005073366,0.10353074,0.049840286,0.119653697,-0.053690454,0.016122957,-0.098457374,0.069813411,-0.04476692,-0.114580331
TN,Wilson,0.377458035,0.243621466,0.302138019,0.352248914,0.058516553,0.108627448,0.133836569,0.050110895,0.075320016,0.025209121
TX,Anderson,0.26123197,0.102131072,0.117640373,0.203252659,0.015509301,0.101121587,0.159100898,0.085612286,0.143591597,0.057979311
TX,Andrews,0.074881432,0.146201714,0.103257588,0.084090837,-0.042944126,-0.062110877,-0.071320282,-0.019166751,-0.028376156,-0.009209405
TX,Angelina,0.224347776,0.091461196,0.101481529,0.190902876,0.010020333,0.09944168,0.13288658,0.089421347,0.122866247,0.0334449
TX,Aransas,0.167989099,0.090113449,0.043252617,0.093835041,-0.046860832,0.003721592,0.07787565,0.050582424,0.124736482,0.074154058
TX,Archer,0.302100845,0.111795147,0.164199037,0.248605221,0.05240389,0.136810074,0.190305698,0.084406184,0.137901808,0.053495624
TX,Armstrong,0.173321861,-0.005742489,0.072240529,0.117635656,0.077983018,0.123378145,0.17906435,0.045395127,0.101081332,0.055686205
TX,Atascosa,0.112486344,0.087621569,-0.072294307,0.005356983,-0.159915876,-0.082264586,0.024864775,0.07765129,0.184780651,0.107129361
TX,Austin,0.135099921,0.05194997,0.047877364,0.140987668,-0.004072606,0.089037698,0.083149951,0.093110304,0.087222557,-0.005887747
TX,Bailey,0.001370829,0.03580939,-0.122649181,-0.046067386,-0.158458571,-0.081876776,-0.034438561,0.076581795,0.12402001,0.047438215
TX,Bandera,0.054275814,0.01863468,-0.071764915,0.013005108,-0.090399595,-0.005629572,0.035641134,0.084770023,0.126040729,0.041270706
TX,Bastrop,0.020126805,-0.033129651,-0.100087779,-0.011974715,-0.066958128,0.021154936,0.053256456,0.088113064,0.120214584,0.03210152
TX,Baylor,0.404303809,0.114540715,0.231835818,0.333476859,0.117295103,0.218936144,0.289763094,0.101641041,0.172467991,0.07082695
TX,Bee,0.077101106,0.069193192,0.025152275,0.038624928,-0.044040917,-0.030568264,0.007907914,0.013472653,0.051948831,0.038476178
TX,Bell,-0.169661758,-0.005907743,-0.221376016,-0.155992405,-0.215468273,-0.150084662,-0.163754015,0.065383611,0.051714258,-0.013669353
TX,Bexar,-0.208136813,0.030818868,-0.129432191,-0.119030014,-0.160251059,-0.149848882,-0.238955681,0.010402177,-0.078704622,-0.089106799
TX,Blanco,0.000174921,-0.083419042,-0.126881482,-0.035675099,-0.04346244,0.047743943,0.083593963,0.091206383,0.127056403,0.03585002
TX,Borden,0.193115759,0.064745476,0.138480613,0.17834539,0.073735137,0.113599914,0.128370283,0.039864777,0.054635146,0.014770369
TX,Bosque,0.229895412,0.101199987,0.10276678,0.198387474,0.001566793,0.097187487,0.128695425,0.095620694,0.127128632,0.031507938
TX,Bowie,0.245130486,0.073816337,0.159571068,0.194688758,0.085754731,0.120872421,0.171314149,0.03511769,0.085559418,0.050441728
TX,Brazoria,-0.112751781,0.015807714,-0.061199804,-0.015537365,-0.077007518,-0.031345079,-0.128559495,0.045662439,-0.051551977,-0.097214416
TX,Brazos,-0.204467152,-0.041568179,-0.147714117,-0.084228546,-0.106145938,-0.042660367,-0.162898973,0.063485571,-0.056753035,-0.120238606
TX,Brewster,-0.096715316,-0.077937419,-0.174179917,-0.090128476,-0.096242498,-0.012191057,-0.018777897,0.084051441,0.077464601,-0.00658684
TX,Briscoe,0.311035707,0.1144688,0.08187777,0.242187384,-0.03259103,0.127718584,0.196566907,0.160309614,0.229157937,0.068848323
TX,Brooks,0.023921244,0.168192449,0.018128943,-0.039929349,-0.150063506,-0.208121798,-0.144271205,-0.058058292,0.005792301,0.063850593
TX,Brown,0.240343531,0.138803417,0.113867222,0.215503378,-0.024936195,0.076699961,0.101540114,0.101636156,0.126476309,0.024840153
TX,Burleson,0.326759555,0.093958928,0.151384138,0.236608186,0.05742521,0.142649258,0.232800627,0.085224048,0.175375417,0.090151369
TX,Burnet,0.131552271,0.031333788,0.008104728,0.112938248,-0.02322906,0.08160446,0.100218483,0.10483352,0.123447543,0.018614023
TX,Caldwell,0.014198413,-0.023155266,-0.08215991,-0.031468281,-0.059004644,-0.008313015,0.037353679,0.050691629,0.096358323,0.045666694
TX,Calhoun,0.215839215,0.111931743,0.054204614,0.114860495,-0.057727129,0.002928752,0.103907472,0.060655881,0.161634601,0.10097872
TX,Callahan,0.263086027,0.106603487,0.109920497,0.190958192,0.00331701,0.084354705,0.15648254,0.081037695,0.15316553,0.072127835
TX,Cameron,-0.237804596,0.098853804,-0.201019122,-0.223258959,-0.299872926,-0.322112763,-0.3366584,-0.022239837,-0.036785474,-0.014545637
TX,Camp,0.296266558,0.062659105,0.101897472,0.204100553,0.039238367,0.141441448,0.233607453,0.102203081,0.194369086,0.092166005
TX,Carson,0.166818009,0.034344724,0.085677431,0.144063311,0.051332707,0.109718587,0.132473285,0.05838588,0.081140578,0.022754698
TX,Cass,0.442024144,0.076292023,0.252079815,0.343142569,0.175787792,0.266850546,0.365732121,0.091062754,0.189944329,0.098881575
TX,Castro,0.070835225,0.104769048,-0.005870187,0.022581627,-0.110639235,-0.082187421,-0.033933823,0.028451814,0.076705412,0.048253598
TX,Chambers,0.223249666,0.090529743,0.115807821,0.214808942,0.025278078,0.124279199,0.132719923,0.099001121,0.107441845,0.008440724
TX,Cherokee,0.229616338,0.101783527,0.098346158,0.176455136,-0.003437369,0.074671609,0.127832811,0.078108978,0.13127018,0.053161202
TX,Childress,0.318070483,0.096243558,0.134457323,0.24863603,0.038213765,0.152392472,0.221826925,0.114178707,0.18361316,0.069434453
TX,Clay,0.409179574,0.149030181,0.229612679,0.340986509,0.080582498,0.191956328,0.260149393,0.11137383,0.179566895,0.068193065
TX,Cochran,0.147341742,0.15145829,0.053050422,0.033182872,-0.098407868,-0.118275418,-0.004116548,-0.01986755,0.09429132,0.11415887
TX,Coke,0.274411657,0.149666892,0.091221626,0.221754518,-0.058445266,0.072087626,0.124744765,0.130532892,0.183190031,0.052657139
TX,Coleman,0.253000963,0.077334276,0.127077383,0.223391068,0.049743107,0.146056792,0.175666687,0.096313685,0.12592358,0.029609895
TX,Collin,-0.31914166,-0.055891297,-0.230486758,-0.170954378,-0.174595461,-0.115063081,-0.263250363,0.05953238,-0.088654902,-0.148187282
TX,Collingsworth,0.339754484,0.119132835,0.208146428,0.297449685,0.089013593,0.17831685,0.220621649,0.089303257,0.131608056,0.042304799
TX,Colorado,0.139315627,0.062381825,0.023253346,0.122165343,-0.039128479,0.059783518,0.076933802,0.098911997,0.116062281,0.017150284
TX,Comal,-0.036478446,0.01287411,-0.058947548,0.007415053,-0.071821658,-0.005459057,-0.049352556,0.066362601,0.022469102,-0.043893499
TX,Comanche,0.338611009,0.114051703,0.137064999,0.284390751,0.023013296,0.170339048,0.224559306,0.147325752,0.20154601,0.054220258
TX,Concho,0.191434833,0.038660849,0.012037736,0.099761525,-0.026623113,0.061100676,0.152773984,0.087723789,0.179397097,0.091673308
TX,Cooke,0.160865587,0.062404989,0.068892453,0.158403677,0.006487464,0.095998688,0.098460598,0.089511224,0.091973134,0.00246191
TX,Coryell,0.006026236,0.027834825,-0.117309636,-0.021200087,-0.145144461,-0.049034912,-0.021808589,0.096109549,0.123335872,0.027226323
TX,Cottle,0.331688555,0.091415883,0.111955555,0.16129084,0.020539672,0.069874957,0.240272672,0.049335285,0.219733,0.170397715
TX,Crane,0.022560478,0.154096419,0.03085929,0.034043454,-0.123237129,-0.120052965,-0.131535941,0.003184164,-0.008298812,-0.011482976
TX,Crockett,0.108946729,0.121599805,0.005790519,0.000489473,-0.115809286,-0.121110332,-0.012653076,-0.005301046,0.10315621,0.108457256
TX,Crosby,0.130397959,0.168331669,-0.001653519,-0.006336417,-0.169985188,-0.174668086,-0.03793371,-0.004682898,0.132051478,0.136734376
TX,Culberson,-0.064802552,0.202664473,-0.147562582,-0.148524869,-0.350227055,-0.351189342,-0.267467025,-0.000962287,0.08276003,0.083722317
TX,Dallam,0.074303609,0.05681947,0.009934989,0.050007177,-0.046884481,-0.006812293,0.017484139,0.040072188,0.06436862,0.024296432
TX,Dallas,-0.3377843,-0.062760919,-0.229733217,-0.231290844,-0.166972298,-0.168529925,-0.275023381,-0.001557627,-0.108051083,-0.106493456
TX,Dawson,0.118202819,0.119880619,0.040952559,0.044360875,-0.07892806,-0.075519744,-0.0016778,0.003408316,0.07725026,0.073841944
TX,Deaf Smith,-0.081578317,0.077163461,-0.023222371,-0.072544558,-0.100385832,-0.149708019,-0.158741778,-0.049322187,-0.058355946,-0.009033759
TX,Delta,0.41007476,0.174378381,0.233658461,0.310754264,0.05928008,0.136375883,0.235696379,0.077095803,0.176416299,0.099320496
TX,Denton,-0.222609608,-0.01768537,-0.180945101,-0.107041226,-0.163259731,-0.089355856,-0.204924238,0.073903875,-0.041664507,-0.115568382
TX,Dewitt,0.155958821,0.03790841,-0.001790886,0.070106577,-0.039699296,0.032198167,0.118050411,0.071897463,0.157749707,0.085852244
TX,Dickens,0.343571474,0.190020747,0.164090563,0.22004391,-0.025930184,0.030023163,0.153550727,0.055953347,0.179480911,0.123527564
TX,Dimmit,0.066799521,0.108520774,-0.068247753,-0.034163505,-0.176768527,-0.142684279,-0.041721253,0.034084248,0.135047274,0.100963026
TX,Donley,0.139775287,0.039354406,0.074801642,0.125178452,0.035447236,0.085824046,0.100420881,0.05037681,0.064973645,0.014596835
TX,Duval,0.240477958,0.163210422,0.088476174,0.051239067,-0.074734248,-0.111971355,0.077267536,-0.037237107,0.152001784,0.189238891
TX,Eastland,0.321990134,0.104941001,0.168407606,0.258996594,0.063466605,0.154055593,0.217049133,0.090588988,0.153582528,0.06299354
TX,Ector,-0.004996673,0.111801938,0.070232833,0.07943984,-0.041569105,-0.032362098,-0.116798611,0.009207007,-0.075229506,-0.084436513
TX,Edwards,-0.016167679,0.119257788,-0.113086787,0.034772089,-0.232344575,-0.084485699,-0.135425467,0.147858876,0.096919108,-0.050939768
TX,Ellis,0.036098988,0.079948808,0.007900392,0.060016487,-0.072048416,-0.019932321,-0.04384982,0.052116095,0.028198596,-0.023917499
TX,El Paso,-0.250289613,0.052111657,-0.144053703,-0.142507436,-0.19616536,-0.194619093,-0.30240127,0.001546267,-0.10623591,-0.107782177
TX,Erath,0.172594767,0.074562716,0.066162261,0.191756012,-0.008400455,0.117193296,0.098032051,0.125593751,0.106432506,-0.019161245
TX,Falls,0.190962187,0.030176789,0.053167444,0.099635038,0.022990655,0.069458249,0.160785398,0.046467594,0.137794743,0.091327149
TX,Fannin,0.425026611,0.134702393,0.205042842,0.334552752,0.070340449,0.199850359,0.290324218,0.12950991,0.219983769,0.090473859
TX,Fayette,0.152088642,0.015883088,-0.01212071,0.110379182,-0.028003798,0.094496094,0.136205554,0.122499892,0.164209352,0.04170946
TX,Fisher,0.453682282,0.164696588,0.177101299,0.312402606,0.012404711,0.147706018,0.288985694,0.135301307,0.276580983,0.141279676
TX,Floyd,0.013843713,0.05893547,-0.098440866,-0.050341876,-0.157376336,-0.109277346,-0.045091757,0.04809899,0.112284579,0.064185589
TX,Foard,0.484948884,0.149433775,0.198410045,0.378835114,0.04897627,0.229401339,0.335515109,0.180425069,0.286538839,0.10611377
TX,Fort Bend,-0.276871191,-0.05787388,-0.186641354,-0.142236236,-0.128767474,-0.084362356,-0.218997311,0.044405118,-0.090229837,-0.134634955
TX,Franklin,0.262864824,0.111730526,0.120802922,0.229273092,0.009072396,0.117542566,0.151134298,0.10847017,0.142061902,0.033591732
TX,Freestone,0.30202075,0.126351051,0.14432933,0.210683642,0.017978279,0.084332591,0.175669699,0.066354312,0.15769142,0.091337108
TX,Frio,-0.002095665,0.146807873,-0.055805437,-0.07435648,-0.20261331,-0.221164353,-0.148903538,-0.018551043,0.053709772,0.072260815
TX,Gaines,0.147499653,0.135180079,0.103535298,0.15633227,-0.031644781,0.021152191,0.012319574,0.052796972,0.043964355,-0.008832617
TX,Galveston,0.133299405,0.052305693,0.083182011,0.156826797,0.030876318,0.104521104,0.080993712,0.073644786,0.050117394,-0.023527392
TX,Garza,0.19138913,0.157769297,0.081475384,0.151673186,-0.076293913,-0.006096111,0.033619833,0.070197802,0.109913746,0.039715944
TX,Gillespie,-0.046434973,-0.041201638,-0.097511246,-0.006360285,-0.056309608,0.034841353,-0.005233335,0.091150961,0.051076273,-0.040074688
TX,Glasscock,0.002879229,-0.023371656,-0.048492833,-0.022482259,-0.025121177,0.000889397,0.026250885,0.026010574,0.051372062,0.025361488
TX,Goliad,0.186214852,0.041383138,0.007156373,0.079518405,-0.034226765,0.038135267,0.144831714,0.072362032,0.179058479,0.106696447
TX,Gonzales,0.111190887,0.063791692,-0.06132708,0.037705074,-0.125118772,-0.026086618,0.047399195,0.099032154,0.172517967,0.073485813
TX,Gray,0.128751768,0.042202483,0.055210516,0.097696133,0.013008033,0.05549365,0.086549285,0.042485617,0.073541252,0.031055635
TX,Grayson,0.228580583,0.090826914,0.079831011,0.180335987,-0.010995903,0.089509073,0.137753669,0.100504976,0.148749572,0.048244596
TX,Gregg,0.006110112,0.012723107,-0.026802102,-0.009404244,-0.039525209,-0.022127351,-0.006612995,0.017397858,0.032912214,0.015514356
TX,Grimes,0.254125697,0.060722929,0.086590836,0.185205398,0.025867907,0.124482469,0.193402768,0.098614562,0.167534861,0.068920299
TX,Guadalupe,-0.115977515,0.03093046,-0.12144378,-0.080575215,-0.15237424,-0.111505675,-0.146907975,0.040868565,0.005466265,-0.0354023
TX,Hale,-0.035528607,0.06866625,-0.068155777,-0.037344064,-0.136822027,-0.106010314,-0.104194857,0.030811713,0.03262717,0.001815457
TX,Hall,0.326562228,0.008407065,0.137798291,0.169639326,0.129391226,0.161232261,0.318155163,0.031841035,0.188763937,0.156922902
TX,Hamilton,0.24823224,0.074390906,0.068070413,0.190372689,-0.006320493,0.115981783,0.173841334,0.122302276,0.180161827,0.057859551
TX,Hansford,-0.001962938,-0.028112826,-0.038172002,0.027593237,-0.010059176,0.055706063,0.026149888,0.065765239,0.036209064,-0.029556175
TX,Hardeman,0.369852203,0.167930433,0.254541428,0.321288474,0.086610995,0.153358041,0.20192177,0.066747046,0.115310775,0.048563729
TX,Hardin,0.38165572,0.097974642,0.254753678,0.318566498,0.156779036,0.220591856,0.283681078,0.06381282,0.126902042,0.063089222
TX,Harris,-0.237189975,-0.011826132,-0.130059572,-0.11457309,-0.11823344,-0.102746958,-0.225363843,0.015486482,-0.107130403,-0.122616885
TX,Harrison,0.221109381,0.044736824,0.098331605,0.130285404,0.053594781,0.08554858,0.176372557,0.031953799,0.122777776,0.090823977
TX,Hartley,0.164457821,0.056955223,0.10283453,0.163468848,0.045879307,0.106513625,0.107502598,0.060634318,0.061623291,0.000988973
TX,Haskell,0.585530971,0.248422429,0.2958911,0.402964265,0.047468671,0.154541836,0.337108542,0.107073165,0.289639871,0.182566706
TX,Hays,-0.247595181,-0.111425236,-0.235497679,-0.152160029,-0.124072443,-0.040734793,-0.136169945,0.08333765,-0.012097502,-0.095435152
TX,Hemphill,0.109890611,0.037644181,0.073246679,0.087074118,0.035602498,0.049429937,0.07224643,0.013827439,0.036643932,0.022816493
TX,Henderson,0.290083276,0.097347614,0.138066905,0.239085989,0.040719291,0.141738375,0.192735662,0.101019084,0.152016371,0.050997287
TX,Hidalgo,-0.176076807,0.127877737,-0.158353111,-0.189045929,-0.286230848,-0.316923666,-0.303954544,-0.030692818,-0.017723696,0.012969122
TX,Hill,0.254129751,0.090536268,0.084651026,0.200849439,-0.005885242,0.110313171,0.163593483,0.116198413,0.169478725,0.053280312
TX,Hockley,0.054236824,0.062220369,-0.045020099,0.001129412,-0.107240468,-0.061090957,-0.007983545,0.046149511,0.099256923,0.053107412
TX,Hood,0.220261752,0.094789188,0.099147152,0.205069825,0.004357964,0.110280637,0.125472564,0.105922673,0.1211146,0.015191927
TX,Hopkins,0.295306717,0.115874596,0.136377439,0.243342667,0.020502843,0.127468071,0.179432121,0.106965228,0.158929278,0.05196405
TX,Houston,0.205535776,0.031877053,0.072402845,0.139592308,0.040525792,0.107715255,0.173658723,0.067189463,0.133132931,0.065943468
TX,Howard,0.146974126,0.061232486,0.051816737,0.08850634,-0.009415749,0.027273854,0.08574164,0.036689603,0.095157389,0.058467786
TX,Hudspeth,0.060174681,0.165047521,-0.114155825,-0.038731359,-0.279203346,-0.20377888,-0.10487284,0.075424466,0.174330506,0.09890604
TX,Hunt,0.214984726,0.088892753,0.065673943,0.171184411,-0.02321881,0.082291658,0.126091973,0.105510468,0.149310783,0.043800315
TX,Hutchinson,0.154905651,0.072380182,0.085412242,0.122520082,0.01303206,0.0501399,0.082525469,0.03710784,0.069493409,0.032385569
TX,Irion,0.161527596,0.073199372,0.00491757,0.122986026,-0.068281802,0.049786654,0.088328224,0.118068456,0.156610026,0.03854157
TX,Jack,0.361653335,0.152374966,0.248702672,0.350934371,0.096327706,0.198559405,0.209278369,0.102231699,0.112950663,0.010718964
TX,Jackson,0.238919121,0.091326561,0.083758864,0.169196891,-0.007567697,0.07787033,0.14759256,0.085438027,0.155160257,0.06972223
TX,Jasper,0.381438349,0.084948152,0.203702555,0.267244121,0.118754403,0.182295969,0.296490197,0.063541566,0.177735794,0.114194228
TX,Jeff Davis,-0.171724252,-0.070180757,-0.173597118,-0.166882994,-0.103416361,-0.096702237,-0.101543495,0.006714124,0.001872866,-0.004841258
TX,Jefferson,0.063337623,0.029785335,0.036096951,0.042465595,0.006311616,0.01268026,0.033552288,0.006368644,0.027240672,0.020872028
TX,Jim Hogg,-0.156517966,0.10609323,-0.063886559,-0.154740123,-0.169979789,-0.260833353,-0.262611196,-0.090853564,-0.092631407,-0.001777843
TX,Jim Wells,0.139951607,0.163520267,0.082258123,0.07324577,-0.081262144,-0.090274497,-0.02356866,-0.009012353,0.057693484,0.066705837
TX,Johnson,0.207233615,0.101852775,0.102522071,0.183763764,0.000669296,0.081910989,0.10538084,0.081241693,0.104711544,0.023469851
TX,Jones,0.290894987,0.077085139,0.099956546,0.184741485,0.022871407,0.107656346,0.213809848,0.084784939,0.190938441,0.106153502
TX,Karnes,0.196538852,0.099185675,-0.021405612,0.12142201,-0.120591287,0.022236335,0.097353177,0.142827622,0.217944464,0.075116842
TX,Kaufman,0.128205182,0.067213755,0.018053299,0.103716498,-0.049160456,0.036502743,0.060991427,0.085663199,0.110151883,0.024488684
TX,Kendall,-0.022708862,0.010640418,-0.062307298,0.022753529,-0.072947716,0.012113111,-0.03334928,0.085060827,0.039598436,-0.045462391
TX,Kenedy,-0.023627618,0.039266065,-0.012289386,0.068993592,-0.051555451,0.029727527,-0.062893683,0.081282978,-0.011338232,-0.09262121
TX,Kent,0.393175254,0.167059816,0.24203758,0.363824397,0.074977764,0.196764581,0.226115438,0.121786817,0.151137674,0.029350857
TX,Kerr,0.006886617,0.010818267,-0.057355721,0.038152238,-0.068173988,0.027333971,-0.00393165,0.095507959,0.064242338,-0.031265621
TX,Kimble,0.172595473,0.046428704,0.030033175,0.175148284,-0.016395529,0.12871958,0.126166769,0.145115109,0.142562298,-0.002552811
TX,King,0.131937749,-0.010902115,0.103577985,0.150415303,0.1144801,0.161317418,0.142839864,0.046837318,0.028359764,-0.018477554
TX,Kinney,0.025401469,0.009260734,-0.132204047,-0.057636195,-0.141464781,-0.066896929,0.016140735,0.074567852,0.157605516,0.083037664
TX,Kleberg,-0.041584993,0.07692642,-0.077393483,-0.083035284,-0.154319903,-0.159961704,-0.118511413,-0.005641801,0.03580849,0.041450291
TX,Knox,0.398509649,0.188160684,0.243094517,0.338953508,0.054933833,0.150792824,0.210348965,0.095858991,0.155415132,0.059556141
TX,Lamar,0.316243396,0.110807639,0.146211627,0.229081147,0.035403988,0.118273508,0.205435757,0.08286952,0.170031769,0.087162249
TX,Lamb,0.077467702,0.08948782,-0.024728551,-0.004720097,-0.114216371,-0.094207917,-0.012020118,0.020008454,0.102196253,0.082187799
TX,Lampasas,0.121579626,0.069192422,0.015100529,0.099097397,-0.054091893,0.029904975,0.052387204,0.083996868,0.106479097,0.022482229
TX,La Salle,0.140822644,0.158017198,0.075325201,0.085810625,-0.082691997,-0.072206573,-0.017194554,0.010485424,0.065497443,0.055012019
TX,Lavaca,0.300130565,0.05434206,0.124936637,0.234148329,0.070594577,0.179806269,0.245788505,0.109211692,0.175193928,0.065982236
TX,Lee,0.199575376,0.016256276,0.007422868,0.107014293,-0.008833408,0.090758017,0.1833191,0.099591425,0.192152508,0.092561083
TX,Leon,0.346632983,0.090511976,0.198826839,0.293939237,0.108314863,0.203427261,0.256121007,0.095112398,0.147806144,0.052693746
TX,Liberty,0.321788396,0.114343742,0.180934694,0.276521899,0.066590952,0.162178157,0.207444654,0.095587205,0.140853702,0.045266497
TX,Limestone,0.315089586,0.08702411,0.130846173,0.203146862,0.043822063,0.116122752,0.228065476,0.072300689,0.184243413,0.111942724
TX,Lipscomb,0.099526111,0.051026601,0.077572629,0.122709396,0.026546028,0.071682795,0.04849951,0.045136767,0.021953482,-0.023183285
